regel_id,factuur_id,product_id,omschrijving,aantal,eenheidsprijs,btw_tarief,bedrag_excl_btw,bedrag_btw
374,105,15,Tuinaanleg,4.8,25.0,0.21,120.0,25.2
375,105,15,Tuinaanleg,5.8,25.0,0.21,145.0,30.45
376,105,4,Uitvoering schilderwerk binnen,20.0,14.0,0.21,280.0,58.8
377,105,5,Behangen,17.1,22.0,0.21,376.2,79.0
378,106,25,Houtbeschermingsproduct (liter),9.1,14.0,0.21,127.4,26.75
379,106,17,Autodetailing,5.9,120.0,0.21,708.0,148.68
380,107,19,Kleine reparaties,5.4,65.0,0.21,-351.0,-73.71
381,107,20,Materiaal verf (liter),16.8,8.5,0.21,-142.8,-29.99
382,107,8,Schuurwerk en voorbereiding,1.4,55.0,0.21,-77.0,-16.17
383,107,28,Hoogwerker huur (dag),5.5,180.0,0.21,-990.0,-207.9
384,108,10,Dakgoot behandeling,7.4,12.0,0.21,88.8,18.65
385,109,8,Schuurwerk en voorbereiding,13.9,55.0,0.21,764.5,160.54
386,109,4,Uitvoering schilderwerk binnen,19.0,14.0,0.21,266.0,55.86
387,109,25,Houtbeschermingsproduct (liter),5.1,14.0,0.21,71.4,14.99
388,109,26,Kitten en afdichtmiddel (stuk),5.4,9.0,0.21,48.6,10.21
389,110,22,Schuurpapier (set),6.5,12.0,0.21,78.0,16.38
390,111,2,Projectbegeleiding,17.3,85.0,0.21,1470.5,308.81
391,111,5,Behangen,11.5,22.0,0.21,253.0,53.13
392,111,26,Kitten en afdichtmiddel (stuk),14.7,9.0,0.21,132.3,27.78
393,112,20,Materiaal verf (liter),12.6,8.5,0.21,107.1,22.49
394,112,4,Uitvoering schilderwerk binnen,14.6,14.0,0.21,204.4,42.92
395,113,10,Dakgoot behandeling,5.7,12.0,0.21,68.4,14.36
396,113,29,Cursus veiligheid op hoogte,12.7,250.0,0.21,3175.0,666.75
397,113,8,Schuurwerk en voorbereiding,18.4,55.0,0.21,1012.0,212.52
398,113,3,Uitvoering schilderwerk buiten,17.8,18.5,0.21,329.3,69.15
399,113,22,Schuurpapier (set),13.4,12.0,0.21,160.8,33.77
400,113,6,Stucwerk,13.6,35.0,0.21,476.0,99.96
401,114,22,Schuurpapier (set),18.8,12.0,0.21,-225.6,-47.38
402,115,26,Kitten en afdichtmiddel (stuk),2.2,9.0,0.21,19.8,4.16
403,115,15,Tuinaanleg,5.1,25.0,0.21,127.5,26.77
404,115,6,Stucwerk,10.7,35.0,0.21,374.5,78.64
405,116,4,Uitvoering schilderwerk binnen,12.3,14.0,0.21,172.2,36.16
406,116,8,Schuurwerk en voorbereiding,8.5,55.0,0.21,467.5,98.17
407,117,25,Houtbeschermingsproduct (liter),1.5,14.0,0.21,21.0,4.41
408,118,28,Hoogwerker huur (dag),4.7,180.0,0.21,846.0,177.66
409,118,9,Gevelreiniging,6.2,8.0,0.21,49.6,10.42
410,118,2,Projectbegeleiding,1.2,85.0,0.21,102.0,21.42
411,119,18,APK-keuring begeleiding,10.4,35.0,0.21,364.0,76.44
412,119,20,Materiaal verf (liter),1.7,8.5,0.21,14.45,3.03
413,120,2,Projectbegeleiding,5.5,85.0,0.21,467.5,98.17
414,120,25,Houtbeschermingsproduct (liter),1.9,14.0,0.21,26.6,5.59
415,120,1,Advies en consultancy,12.5,95.0,0.21,1187.5,249.38
416,120,24,Afplakfolie (m²),16.0,2.5,0.21,40.0,8.4
417,121,18,APK-keuring begeleiding,10.6,35.0,0.21,371.0,77.91
418,121,2,Projectbegeleiding,2.4,85.0,0.21,204.0,42.84
419,121,8,Schuurwerk en voorbereiding,16.8,55.0,0.21,924.0,194.04
420,121,22,Schuurpapier (set),3.5,12.0,0.21,42.0,8.82
421,122,10,Dakgoot behandeling,4.0,12.0,0.21,48.0,10.08
422,122,1,Advies en consultancy,2.9,95.0,0.21,275.5,57.85
423,122,18,APK-keuring begeleiding,13.5,35.0,0.21,472.5,99.22
424,122,6,Stucwerk,7.9,35.0,0.21,276.5,58.06
425,122,8,Schuurwerk en voorbereiding,4.3,55.0,0.21,236.5,49.66
426,123,8,Schuurwerk en voorbereiding,8.9,55.0,0.21,489.5,102.8
427,123,1,Advies en consultancy,5.5,95.0,0.21,522.5,109.72
428,123,19,Kleine reparaties,13.9,65.0,0.21,903.5,189.73
429,123,22,Schuurpapier (set),2.6,12.0,0.21,31.2,6.55
430,124,17,Autodetailing,12.3,120.0,0.21,1476.0,309.96
431,124,10,Dakgoot behandeling,13.3,12.0,0.21,159.6,33.52
432,124,14,Snoeien en onderhoud,10.2,60.0,0.21,612.0,128.52
433,124,2,Projectbegeleiding,1.8,85.0,0.21,153.0,32.13
434,124,12,Lakken kozijnen,3.5,45.0,0.21,157.5,33.07
435,124,9,Gevelreiniging,14.3,8.0,0.21,114.4,24.02
436,125,28,Hoogwerker huur (dag),16.1,180.0,0.21,2898.0,608.58
437,125,26,Kitten en afdichtmiddel (stuk),13.4,9.0,0.21,120.6,25.33
438,125,18,APK-keuring begeleiding,16.9,35.0,0.21,591.5,124.21
439,126,25,Houtbeschermingsproduct (liter),2.5,14.0,0.21,35.0,7.35
440,126,9,Gevelreiniging,16.2,8.0,0.21,129.6,27.22
441,126,10,Dakgoot behandeling,7.9,12.0,0.21,94.8,19.91
442,126,30,Omzetbelasting correctie,7.9,0.0,0.09,0.0,0.0
443,126,20,Materiaal verf (liter),10.0,8.5,0.21,85.0,17.85
444,127,8,Schuurwerk en voorbereiding,9.3,55.0,0.21,511.5,107.41
445,128,19,Kleine reparaties,7.7,65.0,0.21,500.5,105.1
446,128,4,Uitvoering schilderwerk binnen,3.6,14.0,0.21,50.4,10.58
447,129,15,Tuinaanleg,2.9,25.0,0.21,72.5,15.22
448,129,18,APK-keuring begeleiding,17.1,35.0,0.21,598.5,125.69
449,130,13,Kleuradvies,19.3,65.0,0.21,1254.5,263.44
450,130,10,Dakgoot behandeling,6.6,12.0,0.21,79.2,16.63
451,130,13,Kleuradvies,17.8,65.0,0.21,1157.0,242.97
452,130,6,Stucwerk,10.4,35.0,0.21,364.0,76.44
453,130,7,Houtrot herstel,14.8,75.0,0.21,1110.0,233.1
454,130,1,Advies en consultancy,6.6,95.0,0.21,627.0,131.67
455,131,6,Stucwerk,6.6,35.0,0.21,231.0,48.51
456,131,8,Schuurwerk en voorbereiding,3.1,55.0,0.21,170.5,35.8
457,131,13,Kleuradvies,19.8,65.0,0.21,1287.0,270.27
458,132,18,APK-keuring begeleiding,19.6,35.0,0.21,-686.0,-144.06
459,132,13,Kleuradvies,12.3,65.0,0.21,-799.5,-167.89
460,132,29,Cursus veiligheid op hoogte,10.2,250.0,0.21,-2550.0,-535.5
461,132,1,Advies en consultancy,5.1,95.0,0.21,-484.5,-101.74
462,133,18,APK-keuring begeleiding,5.2,35.0,0.21,182.0,38.22
463,133,22,Schuurpapier (set),12.5,12.0,0.21,150.0,31.5
464,133,21,Materiaal grondverf (liter),5.3,6.0,0.21,31.8,6.68
465,134,21,Materiaal grondverf (liter),4.2,6.0,0.21,25.2,5.29
466,134,30,Omzetbelasting correctie,2.1,0.0,0.09,0.0,0.0
467,134,11,Grondverf aanbrengen,12.4,6.5,0.21,80.6,16.93
468,134,9,Gevelreiniging,2.2,8.0,0.21,17.6,3.7
469,134,30,Omzetbelasting correctie,6.0,0.0,0.09,0.0,0.0
470,134,13,Kleuradvies,15.1,65.0,0.21,981.5,206.11
471,135,16,Bestrating,3.4,40.0,0.21,136.0,28.56
472,135,7,Houtrot herstel,1.4,75.0,0.21,105.0,22.05
473,135,18,APK-keuring begeleiding,3.2,35.0,0.21,112.0,23.52
474,136,9,Gevelreiniging,16.8,8.0,0.21,134.4,28.22
475,136,16,Bestrating,18.0,40.0,0.21,720.0,151.2
476,136,19,Kleine reparaties,12.7,65.0,0.21,825.5,173.35
477,136,20,Materiaal verf (liter),12.4,8.5,0.21,105.4,22.13
478,136,11,Grondverf aanbrengen,4.1,6.5,0.21,26.65,5.6
479,136,28,Hoogwerker huur (dag),3.6,180.0,0.21,648.0,136.08
480,137,17,Autodetailing,15.0,120.0,0.21,1800.0,378.0
481,137,18,APK-keuring begeleiding,12.8,35.0,0.21,448.0,94.08
482,137,22,Schuurpapier (set),2.9,12.0,0.21,34.8,7.31
483,138,28,Hoogwerker huur (dag),5.6,180.0,0.21,1008.0,211.68
484,138,14,Snoeien en onderhoud,4.8,60.0,0.21,288.0,60.48
485,138,4,Uitvoering schilderwerk binnen,4.2,14.0,0.21,58.8,12.35
486,138,15,Tuinaanleg,19.6,25.0,0.21,490.0,102.9
487,139,16,Bestrating,18.4,40.0,0.21,736.0,154.56
488,139,17,Autodetailing,2.3,120.0,0.21,276.0,57.96
489,140,23,Kwasten en rollers (set),1.9,18.0,0.21,34.2,7.18
490,140,25,Houtbeschermingsproduct (liter),4.9,14.0,0.21,68.6,14.41
491,141,23,Kwasten en rollers (set),4.3,18.0,0.21,77.4,16.25
492,141,13,Kleuradvies,5.2,65.0,0.21,338.0,70.98
493,141,23,Kwasten en rollers (set),4.7,18.0,0.21,84.6,17.77
494,141,30,Omzetbelasting correctie,3.3,0.0,0.09,0.0,0.0
495,141,27,Steiger huur (dag),5.6,85.0,0.21,476.0,99.96
496,141,16,Bestrating,12.7,40.0,0.21,508.0,106.68
497,142,16,Bestrating,13.8,40.0,0.21,552.0,115.92
498,142,20,Materiaal verf (liter),7.8,8.5,0.21,66.3,13.92
499,143,22,Schuurpapier (set),12.4,12.0,0.21,148.8,31.25
500,143,19,Kleine reparaties,11.4,65.0,0.21,741.0,155.61
501,144,4,Uitvoering schilderwerk binnen,9.3,14.0,0.21,130.2,27.34
502,144,9,Gevelreiniging,2.3,8.0,0.21,18.4,3.86
503,144,20,Materiaal verf (liter),14.3,8.5,0.21,121.55,25.53
504,145,27,Steiger huur (dag),14.4,85.0,0.21,1224.0,257.04
505,146,9,Gevelreiniging,7.8,8.0,0.21,62.4,13.1
506,146,4,Uitvoering schilderwerk binnen,16.7,14.0,0.21,233.8,49.1
507,146,24,Afplakfolie (m²),15.7,2.5,0.21,39.25,8.24
508,146,9,Gevelreiniging,7.0,8.0,0.21,56.0,11.76
509,146,4,Uitvoering schilderwerk binnen,7.0,14.0,0.21,98.0,20.58
510,147,20,Materiaal verf (liter),8.6,8.5,0.21,-73.1,-15.35
511,147,22,Schuurpapier (set),15.0,12.0,0.21,-180.0,-37.8
512,147,25,Houtbeschermingsproduct (liter),19.2,14.0,0.21,-268.8,-56.45
513,147,2,Projectbegeleiding,13.4,85.0,0.21,-1139.0,-239.19
514,148,15,Tuinaanleg,3.6,25.0,0.21,90.0,18.9
515,148,9,Gevelreiniging,18.4,8.0,0.21,147.2,30.91
516,148,2,Projectbegeleiding,11.7,85.0,0.21,994.5,208.84
517,148,24,Afplakfolie (m²),12.6,2.5,0.21,31.5,6.61
518,148,28,Hoogwerker huur (dag),4.3,180.0,0.21,774.0,162.54
519,149,7,Houtrot herstel,19.3,75.0,0.21,1447.5,303.97
520,149,16,Bestrating,4.7,40.0,0.21,188.0,39.48
521,150,23,Kwasten en rollers (set),18.5,18.0,0.21,333.0,69.93
522,151,14,Snoeien en onderhoud,13.8,60.0,0.21,828.0,173.88
523,152,21,Materiaal grondverf (liter),16.0,6.0,0.21,96.0,20.16
524,153,6,Stucwerk,14.2,35.0,0.21,497.0,104.37
525,154,22,Schuurpapier (set),15.0,12.0,0.21,180.0,37.8
526,155,4,Uitvoering schilderwerk binnen,6.9,14.0,0.21,-96.6,-20.29
527,155,12,Lakken kozijnen,4.7,45.0,0.21,-211.5,-44.41
528,155,18,APK-keuring begeleiding,12.8,35.0,0.21,-448.0,-94.08
529,156,27,Steiger huur (dag),7.2,85.0,0.21,612.0,128.52
530,156,3,Uitvoering schilderwerk buiten,14.0,18.5,0.21,259.0,54.39
531,156,20,Materiaal verf (liter),2.1,8.5,0.21,17.85,3.75
532,157,21,Materiaal grondverf (liter),4.8,6.0,0.21,28.8,6.05
533,158,21,Materiaal grondverf (liter),19.2,6.0,0.21,115.2,24.19
534,159,6,Stucwerk,15.7,35.0,0.21,549.5,115.39
535,159,19,Kleine reparaties,7.6,65.0,0.21,494.0,103.74
536,159,8,Schuurwerk en voorbereiding,11.2,55.0,0.21,616.0,129.36
537,159,3,Uitvoering schilderwerk buiten,11.8,18.5,0.21,218.3,45.84
538,159,3,Uitvoering schilderwerk buiten,16.9,18.5,0.21,312.65,65.66
539,160,5,Behangen,6.3,22.0,0.21,138.6,29.11
540,160,21,Materiaal grondverf (liter),17.3,6.0,0.21,103.8,21.8
541,160,10,Dakgoot behandeling,1.0,12.0,0.21,12.0,2.52
542,161,17,Autodetailing,11.2,120.0,0.21,1344.0,282.24
543,161,8,Schuurwerk en voorbereiding,19.1,55.0,0.21,1050.5,220.6
544,161,9,Gevelreiniging,5.0,8.0,0.21,40.0,8.4
545,161,12,Lakken kozijnen,2.9,45.0,0.21,130.5,27.4
546,161,24,Afplakfolie (m²),11.0,2.5,0.21,27.5,5.77
547,161,14,Snoeien en onderhoud,18.1,60.0,0.21,1086.0,228.06
548,162,18,APK-keuring begeleiding,4.4,35.0,0.21,154.0,32.34
549,162,20,Materiaal verf (liter),18.9,8.5,0.21,160.65,33.74
550,162,18,APK-keuring begeleiding,7.3,35.0,0.21,255.5,53.66
551,162,1,Advies en consultancy,9.5,95.0,0.21,902.5,189.53
552,162,7,Houtrot herstel,7.5,75.0,0.21,562.5,118.12
553,162,27,Steiger huur (dag),1.4,85.0,0.21,119.0,24.99
554,163,27,Steiger huur (dag),13.0,85.0,0.21,1105.0,232.05
555,163,1,Advies en consultancy,5.7,95.0,0.21,541.5,113.71
556,163,14,Snoeien en onderhoud,16.3,60.0,0.21,978.0,205.38
557,163,20,Materiaal verf (liter),17.6,8.5,0.21,149.6,31.42
558,164,9,Gevelreiniging,9.7,8.0,0.21,77.6,16.3
559,165,9,Gevelreiniging,3.6,8.0,0.21,28.8,6.05
560,165,17,Autodetailing,19.0,120.0,0.21,2280.0,478.8
561,165,7,Houtrot herstel,18.8,75.0,0.21,1410.0,296.1
562,166,15,Tuinaanleg,12.2,25.0,0.21,305.0,64.05
563,166,20,Materiaal verf (liter),12.0,8.5,0.21,102.0,21.42
564,166,15,Tuinaanleg,1.3,25.0,0.21,32.5,6.83
565,166,23,Kwasten en rollers (set),3.0,18.0,0.21,54.0,11.34
566,167,15,Tuinaanleg,18.3,25.0,0.21,457.5,96.08
567,167,3,Uitvoering schilderwerk buiten,1.5,18.5,0.21,27.75,5.83
568,167,25,Houtbeschermingsproduct (liter),5.1,14.0,0.21,71.4,14.99
569,167,17,Autodetailing,6.0,120.0,0.21,720.0,151.2
570,167,23,Kwasten en rollers (set),18.7,18.0,0.21,336.6,70.69
571,168,11,Grondverf aanbrengen,2.5,6.5,0.21,16.25,3.41
572,168,24,Afplakfolie (m²),10.6,2.5,0.21,26.5,5.56
573,168,1,Advies en consultancy,14.0,95.0,0.21,1330.0,279.3
574,168,13,Kleuradvies,10.3,65.0,0.21,669.5,140.59
575,168,10,Dakgoot behandeling,6.0,12.0,0.21,72.0,15.12
576,168,29,Cursus veiligheid op hoogte,14.7,250.0,0.21,3675.0,771.75
577,169,25,Houtbeschermingsproduct (liter),18.3,14.0,0.21,256.2,53.8
578,169,21,Materiaal grondverf (liter),7.4,6.0,0.21,44.4,9.32
579,169,14,Snoeien en onderhoud,8.8,60.0,0.21,528.0,110.88
580,170,29,Cursus veiligheid op hoogte,6.0,250.0,0.21,1500.0,315.0
581,170,6,Stucwerk,16.1,35.0,0.21,563.5,118.33
582,170,14,Snoeien en onderhoud,2.4,60.0,0.21,144.0,30.24
583,170,27,Steiger huur (dag),14.4,85.0,0.21,1224.0,257.04
584,170,19,Kleine reparaties,4.2,65.0,0.21,273.0,57.33
585,170,11,Grondverf aanbrengen,16.2,6.5,0.21,105.3,22.11
586,171,11,Grondverf aanbrengen,17.6,6.5,0.21,114.4,24.02
587,171,16,Bestrating,9.1,40.0,0.21,364.0,76.44
588,171,6,Stucwerk,15.4,35.0,0.21,539.0,113.19
589,171,28,Hoogwerker huur (dag),16.8,180.0,0.21,3024.0,635.04
590,171,17,Autodetailing,19.9,120.0,0.21,2388.0,501.48
591,172,28,Hoogwerker huur (dag),11.6,180.0,0.21,2088.0,438.48
592,172,2,Projectbegeleiding,13.8,85.0,0.21,1173.0,246.33
593,172,7,Houtrot herstel,7.1,75.0,0.21,532.5,111.83
594,172,12,Lakken kozijnen,5.2,45.0,0.21,234.0,49.14
595,173,26,Kitten en afdichtmiddel (stuk),12.6,9.0,0.21,113.4,23.81
596,174,15,Tuinaanleg,7.7,25.0,0.21,192.5,40.42
597,174,13,Kleuradvies,15.4,65.0,0.21,1001.0,210.21
598,174,2,Projectbegeleiding,17.9,85.0,0.21,1521.5,319.51
599,174,13,Kleuradvies,7.2,65.0,0.21,468.0,98.28
600,175,17,Autodetailing,15.8,120.0,0.21,1896.0,398.16
601,175,13,Kleuradvies,15.2,65.0,0.21,988.0,207.48
602,175,23,Kwasten en rollers (set),5.6,18.0,0.21,100.8,21.17
603,175,4,Uitvoering schilderwerk binnen,11.2,14.0,0.21,156.8,32.93
604,176,27,Steiger huur (dag),15.1,85.0,0.21,1283.5,269.53
605,176,2,Projectbegeleiding,9.5,85.0,0.21,807.5,169.57
606,176,8,Schuurwerk en voorbereiding,16.9,55.0,0.21,929.5,195.19
607,176,29,Cursus veiligheid op hoogte,9.5,250.0,0.21,2375.0,498.75
608,176,9,Gevelreiniging,17.5,8.0,0.21,140.0,29.4
609,176,15,Tuinaanleg,9.8,25.0,0.21,245.0,51.45
610,177,2,Projectbegeleiding,10.7,85.0,0.21,909.5,191.0
611,177,29,Cursus veiligheid op hoogte,18.3,250.0,0.21,4575.0,960.75
612,177,30,Omzetbelasting correctie,17.8,0.0,0.09,0.0,0.0
613,177,16,Bestrating,16.5,40.0,0.21,660.0,138.6
614,177,9,Gevelreiniging,15.9,8.0,0.21,127.2,26.71
615,177,25,Houtbeschermingsproduct (liter),17.3,14.0,0.21,242.2,50.86
616,178,15,Tuinaanleg,15.2,25.0,0.21,380.0,79.8
617,178,26,Kitten en afdichtmiddel (stuk),5.8,9.0,0.21,52.2,10.96
618,179,9,Gevelreiniging,17.6,8.0,0.21,140.8,29.57
619,180,10,Dakgoot behandeling,2.7,12.0,0.21,32.4,6.8
620,180,11,Grondverf aanbrengen,15.3,6.5,0.21,99.45,20.88
621,181,28,Hoogwerker huur (dag),6.3,180.0,0.21,1134.0,238.14
622,181,2,Projectbegeleiding,16.1,85.0,0.21,1368.5,287.38
623,181,12,Lakken kozijnen,8.6,45.0,0.21,387.0,81.27
624,181,24,Afplakfolie (m²),10.6,2.5,0.21,26.5,5.56
625,181,8,Schuurwerk en voorbereiding,15.2,55.0,0.21,836.0,175.56
626,182,21,Materiaal grondverf (liter),13.5,6.0,0.21,81.0,17.01
627,182,12,Lakken kozijnen,5.7,45.0,0.21,256.5,53.86
628,182,6,Stucwerk,18.4,35.0,0.21,644.0,135.24
629,183,25,Houtbeschermingsproduct (liter),1.3,14.0,0.21,18.2,3.82
630,183,2,Projectbegeleiding,5.9,85.0,0.21,501.5,105.31
631,183,1,Advies en consultancy,17.3,95.0,0.21,1643.5,345.13
632,183,19,Kleine reparaties,15.0,65.0,0.21,975.0,204.75
633,183,3,Uitvoering schilderwerk buiten,2.1,18.5,0.21,38.85,8.16
634,183,8,Schuurwerk en voorbereiding,16.5,55.0,0.21,907.5,190.57
635,184,19,Kleine reparaties,12.2,65.0,0.21,793.0,166.53
636,184,13,Kleuradvies,16.8,65.0,0.21,1092.0,229.32
637,184,3,Uitvoering schilderwerk buiten,2.6,18.5,0.21,48.1,10.1
638,184,4,Uitvoering schilderwerk binnen,14.0,14.0,0.21,196.0,41.16
639,184,11,Grondverf aanbrengen,10.5,6.5,0.21,68.25,14.33
640,185,14,Snoeien en onderhoud,18.5,60.0,0.21,1110.0,233.1
641,185,17,Autodetailing,13.2,120.0,0.21,1584.0,332.64
642,185,21,Materiaal grondverf (liter),8.8,6.0,0.21,52.8,11.09
643,185,16,Bestrating,13.7,40.0,0.21,548.0,115.08
644,186,18,APK-keuring begeleiding,17.8,35.0,0.21,623.0,130.83
645,186,23,Kwasten en rollers (set),12.7,18.0,0.21,228.6,48.01
646,186,24,Afplakfolie (m²),8.1,2.5,0.21,20.25,4.25
647,186,5,Behangen,8.0,22.0,0.21,176.0,36.96
648,187,6,Stucwerk,14.3,35.0,0.21,500.5,105.1
649,187,23,Kwasten en rollers (set),5.4,18.0,0.21,97.2,20.41
650,187,24,Afplakfolie (m²),4.4,2.5,0.21,11.0,2.31
651,187,23,Kwasten en rollers (set),4.5,18.0,0.21,81.0,17.01
652,187,14,Snoeien en onderhoud,18.3,60.0,0.21,1098.0,230.58
653,187,28,Hoogwerker huur (dag),1.3,180.0,0.21,234.0,49.14
654,188,9,Gevelreiniging,2.0,8.0,0.21,16.0,3.36
655,189,7,Houtrot herstel,11.5,75.0,0.21,862.5,181.12
656,189,27,Steiger huur (dag),2.7,85.0,0.21,229.5,48.2
657,190,1,Advies en consultancy,4.6,95.0,0.21,437.0,91.77
658,190,20,Materiaal verf (liter),6.0,8.5,0.21,51.0,10.71
659,191,18,APK-keuring begeleiding,18.4,35.0,0.21,644.0,135.24
660,192,30,Omzetbelasting correctie,8.0,0.0,0.09,0.0,0.0
661,192,17,Autodetailing,13.8,120.0,0.21,1656.0,347.76
662,193,25,Houtbeschermingsproduct (liter),7.0,14.0,0.21,98.0,20.58
663,193,27,Steiger huur (dag),2.5,85.0,0.21,212.5,44.62
664,193,7,Houtrot herstel,19.1,75.0,0.21,1432.5,300.82
665,193,30,Omzetbelasting correctie,11.0,0.0,0.09,0.0,0.0
666,194,17,Autodetailing,6.8,120.0,0.21,816.0,171.36
667,194,29,Cursus veiligheid op hoogte,13.9,250.0,0.21,3475.0,729.75
668,194,3,Uitvoering schilderwerk buiten,18.4,18.5,0.21,340.4,71.48
669,194,18,APK-keuring begeleiding,19.6,35.0,0.21,686.0,144.06
670,194,11,Grondverf aanbrengen,7.9,6.5,0.21,51.35,10.78
671,195,28,Hoogwerker huur (dag),2.8,180.0,0.21,504.0,105.84
672,195,8,Schuurwerk en voorbereiding,6.9,55.0,0.21,379.5,79.69
673,196,3,Uitvoering schilderwerk buiten,16.6,18.5,0.21,307.1,64.49
674,196,28,Hoogwerker huur (dag),8.3,180.0,0.21,1494.0,313.74
675,196,9,Gevelreiniging,3.4,8.0,0.21,27.2,5.71
676,196,20,Materiaal verf (liter),19.7,8.5,0.21,167.45,35.16
677,196,6,Stucwerk,6.9,35.0,0.21,241.5,50.71
678,197,24,Afplakfolie (m²),18.6,2.5,0.21,46.5,9.76
679,197,6,Stucwerk,2.2,35.0,0.21,77.0,16.17
680,197,11,Grondverf aanbrengen,3.9,6.5,0.21,25.35,5.32
681,197,29,Cursus veiligheid op hoogte,4.7,250.0,0.21,1175.0,246.75
682,197,3,Uitvoering schilderwerk buiten,19.8,18.5,0.21,366.3,76.92
683,198,12,Lakken kozijnen,4.7,45.0,0.21,211.5,44.41
684,198,2,Projectbegeleiding,19.1,85.0,0.21,1623.5,340.94
685,198,11,Grondverf aanbrengen,5.2,6.5,0.21,33.8,7.1
686,199,20,Materiaal verf (liter),20.0,8.5,0.21,170.0,35.7
687,200,24,Afplakfolie (m²),16.9,2.5,0.21,42.25,8.87
688,200,14,Snoeien en onderhoud,5.5,60.0,0.21,330.0,69.3
689,200,26,Kitten en afdichtmiddel (stuk),6.8,9.0,0.21,61.2,12.85
690,200,29,Cursus veiligheid op hoogte,6.8,250.0,0.21,1700.0,357.0
691,201,9,Gevelreiniging,7.5,8.0,0.21,60.0,12.6
692,201,2,Projectbegeleiding,8.9,85.0,0.21,756.5,158.86
693,201,22,Schuurpapier (set),2.6,12.0,0.21,31.2,6.55
694,201,20,Materiaal verf (liter),18.4,8.5,0.21,156.4,32.84
695,201,26,Kitten en afdichtmiddel (stuk),3.0,9.0,0.21,27.0,5.67
696,202,24,Afplakfolie (m²),11.0,2.5,0.21,-27.5,-5.77
697,202,5,Behangen,4.0,22.0,0.21,-88.0,-18.48
698,202,9,Gevelreiniging,3.5,8.0,0.21,-28.0,-5.88
699,202,24,Afplakfolie (m²),3.3,2.5,0.21,-8.25,-1.73
700,202,18,APK-keuring begeleiding,3.7,35.0,0.21,-129.5,-27.2
701,202,27,Steiger huur (dag),10.6,85.0,0.21,-901.0,-189.21
702,203,30,Omzetbelasting correctie,13.1,0.0,0.09,0.0,0.0
703,203,6,Stucwerk,13.4,35.0,0.21,469.0,98.49
704,203,13,Kleuradvies,16.9,65.0,0.21,1098.5,230.69
705,204,3,Uitvoering schilderwerk buiten,15.2,18.5,0.21,281.2,59.05
706,204,1,Advies en consultancy,7.6,95.0,0.21,722.0,151.62
707,204,8,Schuurwerk en voorbereiding,3.6,55.0,0.21,198.0,41.58
708,204,26,Kitten en afdichtmiddel (stuk),13.0,9.0,0.21,117.0,24.57
709,204,30,Omzetbelasting correctie,18.8,0.0,0.09,0.0,0.0
710,204,21,Materiaal grondverf (liter),7.7,6.0,0.21,46.2,9.7
711,205,21,Materiaal grondverf (liter),13.6,6.0,0.21,81.6,17.14
712,206,26,Kitten en afdichtmiddel (stuk),4.6,9.0,0.21,41.4,8.69
713,206,15,Tuinaanleg,18.8,25.0,0.21,470.0,98.7
714,206,5,Behangen,12.6,22.0,0.21,277.2,58.21
715,207,30,Omzetbelasting correctie,3.8,0.0,0.09,0.0,0.0
716,207,21,Materiaal grondverf (liter),19.0,6.0,0.21,114.0,23.94
717,207,13,Kleuradvies,1.3,65.0,0.21,84.5,17.75
718,207,13,Kleuradvies,1.8,65.0,0.21,117.0,24.57
719,207,18,APK-keuring begeleiding,1.5,35.0,0.21,52.5,11.03
720,207,26,Kitten en afdichtmiddel (stuk),18.8,9.0,0.21,169.2,35.53
721,208,20,Materiaal verf (liter),19.4,8.5,0.21,164.9,34.63
722,208,2,Projectbegeleiding,14.6,85.0,0.21,1241.0,260.61
723,208,1,Advies en consultancy,5.9,95.0,0.21,560.5,117.7
724,208,3,Uitvoering schilderwerk buiten,13.1,18.5,0.21,242.35,50.89
725,208,24,Afplakfolie (m²),12.1,2.5,0.21,30.25,6.35
726,208,11,Grondverf aanbrengen,9.3,6.5,0.21,60.45,12.69
727,209,21,Materiaal grondverf (liter),17.0,6.0,0.21,102.0,21.42
728,209,14,Snoeien en onderhoud,16.3,60.0,0.21,978.0,205.38
729,209,8,Schuurwerk en voorbereiding,10.8,55.0,0.21,594.0,124.74
730,210,7,Houtrot herstel,8.4,75.0,0.21,630.0,132.3
731,211,4,Uitvoering schilderwerk binnen,16.2,14.0,0.21,226.8,47.63
732,212,25,Houtbeschermingsproduct (liter),12.0,14.0,0.21,168.0,35.28
733,213,19,Kleine reparaties,16.2,65.0,0.21,1053.0,221.13
734,213,25,Houtbeschermingsproduct (liter),7.1,14.0,0.21,99.4,20.87
735,213,8,Schuurwerk en voorbereiding,11.6,55.0,0.21,638.0,133.98
736,213,23,Kwasten en rollers (set),11.8,18.0,0.21,212.4,44.6
737,213,10,Dakgoot behandeling,2.4,12.0,0.21,28.8,6.05
738,214,10,Dakgoot behandeling,9.4,12.0,0.21,112.8,23.69
739,214,18,APK-keuring begeleiding,5.5,35.0,0.21,192.5,40.42
740,215,24,Afplakfolie (m²),5.2,2.5,0.21,13.0,2.73
741,215,22,Schuurpapier (set),14.9,12.0,0.21,178.8,37.55
742,215,16,Bestrating,1.1,40.0,0.21,44.0,9.24
743,216,23,Kwasten en rollers (set),13.6,18.0,0.21,244.8,51.41
744,216,19,Kleine reparaties,17.9,65.0,0.21,1163.5,244.33
